file,p_up,signal,position,return,cost,pnl,cum_pnl,peak,dd
300170.csv,0.35352049474488545,-1.0,-1.0,0.013891189197683396,0.006535204980278483,-0.02042639417796188,-0.14275201739558452,0.052319313300260524,-0.19507133069584504
300170.csv,0.3321564936757506,-1.0,-0.5488116360940265,0.029432097819839687,0.0035694189589199426,-0.01972209671710559,-0.1624741141126901,0.052319313300260524,-0.21479342741295063
300170.csv,0.367514205455198,-1.0,-1.0,0.000873432403975638,0.0065980231250787275,-0.0074714555290543655,-0.16994556964174448,0.052319313300260524,-0.222264882942005
300170.csv,0.32456111845074576,-1.0,-0.8187307530779818,-0.021498076097692387,0.005416840781798889,0.01218429525139256,-0.15776127439035192,0.052319313300260524,-0.21008058769061244
300170.csv,0.26925415989531076,-1.0,-0.8187307530779818,0.013914642956597056,0.00040261985713230264,-0.011794965963798245,-0.16955624035415018,0.052319313300260524,-0.2218755536544107
300170.csv,0.26201427697477736,-1.0,-0.44932896411722156,0.02846767432450159,0.0002659037693809664,-0.01305725438443569,-0.18261349473858587,0.052319313300260524,-0.2349328080388464
300170.csv,0.29997315676823627,-1.0,-1.0,0.05819417652169978,0.0009307729073840136,-0.05912494942908379,-0.24173844416766965,0.052319313300260524,-0.29405775746793017
300170.csv,0.294830019962124,-1.0,-1.0,-0.0019242242487842454,0.0015942236207192595,0.00033000062806498587,-0.24140844353960467,0.052319313300260524,-0.2937277568398652
300170.csv,0.28707388748974677,-1.0,-0.6703200460356393,-0.0564776637527471,0.001214690302718129,0.03664341986400867,-0.20476502367559601,0.052319313300260524,-0.25708433697585653
300170.csv,0.3304198316128151,-1.0,-1.0,0.0005339714119383387,0.0012399445520945224,-0.0017739159640328612,-0.20653893963962888,0.052319313300260524,-0.2588582529398894
300170.csv,0.3338820460522208,-1.0,-0.7095648045077235,0.01703697704222673,0.0004154280633625562,-0.01250426734773274,-0.21904320698736163,0.052319313300260524,-0.27136252028762214
300170.csv,0.34709378605971763,-1.0,-0.36787944117144233,0.034408050124759004,0.00150152524302842,-0.01415953949472374,-0.23320274648208536,0.052319313300260524,-0.2855220597823459
300170.csv,0.3565849433489903,-1.0,-0.9133845523745688,0.00014170987066908225,0.0010586506528583667,-0.0011880862596465045,-0.23439083274173186,0.052319313300260524,-0.2867101460419924
300170.csv,0.35755470819425506,-1.0,-0.4160611322792189,-0.05047886637657717,0.0005207912151763756,0.020481503085633714,-0.21390932965609816,0.052319313300260524,-0.2662286429563587
